time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-06T06:01:51.780Z,35.9111667,-117.7388333,5.14,4.63,mw,63,36,0.0745,0.14,ci,ci38458679,2019-07-08T04:38:09.528Z,"15km E of Little Lake, CA",earthquake,0.11,0.49,,4,reviewed,ci,ci
2019-07-06T06:00:57.840Z,35.5563316,-117.3431702,3.18,3.55,ml,36,52,0.03583,0.2,ci,ci38458671,2019-07-16T20:43:23.585Z,"23km S of Trona, CA",earthquake,0.34,0.39,0.416,24,reviewed,ci,ci
2019-07-06T05:59:44.200Z,35.7363333,-117.5693333,2.74,3.63,mlr,25,85,0.08248,0.19,ci,ci38458663,2019-07-07T08:00:13.040Z,"15km WSW of Searles Valley, CA",earthquake,0.26,0.65,0.252,40,reviewed,ci,ci
2019-07-06T05:58:17.850Z,35.9263344,-117.6968307,2.15,4.17,mlr,55,35,0.1007,0.27,ci,ci38458655,2019-07-16T23:28:04.333Z,"19km E of Little Lake, CA",earthquake,0.21,0.49,0.306,15,reviewed,ci,ci
2019-07-06T05:57:04.470Z,35.6561667,-117.5316667,10.89,2.6,ml,18,74,0.08964,0.26,ci,ci38458639,2019-07-06T22:55:45.927Z,"14km ENE of Ridgecrest, CA",earthquake,0.47,1.02,0.115,27,automatic,ci,ci
2019-07-06T05:56:44.230Z,35.8183333,-117.6513333,9.53,2.64,ml,16,63,0.0928,0.17,ci,ci38458631,2019-07-06T06:00:29.695Z,"22km N of Ridgecrest, CA",earthquake,0.37,0.99,0.109,20,automatic,ci,ci
2019-07-06T05:56:29.310Z,35.8723333,-117.6815,8.93,2.59,ml,13,141,0.09295,0.16,ci,ci38458623,2019-07-06T06:00:13.898Z,"22km ESE of Little Lake, CA",earthquake,0.64,1.21,0.118,15,automatic,ci,ci
2019-07-06T05:56:02.410Z,35.8816667,-117.7186667,2.21,2.56,ml,14,64,0.08205,0.2,ci,ci38458615,2019-07-06T05:59:51.171Z,"18km ESE of Little Lake, CA",earthquake,0.36,0.59,0.181,27,automatic,ci,ci
2019-07-06T05:55:21.910Z,35.6845,-117.5426667,2.43,2.86,ml,15,92,0.1177,0.2,ci,ci38458607,2019-07-06T05:59:24.099Z,"14km ENE of Ridgecrest, CA",earthquake,0.32,0.78,0.114,28,automatic,ci,ci
2019-07-06T05:55:07.190Z,35.8963333,-117.7355,4.01,2.7,ml,20,60,0.08517,0.15,ci,ci38458599,2019-07-06T20:02:22.455Z,"16km ESE of Little Lake, CA",earthquake,0.3,0.69,0.271,27,automatic,ci,ci
2019-07-06T05:52:05.420Z,35.6063347,-117.3998337,4.57,3.46,mlr,52,32,0.05454,0.26,ci,ci38458575,2019-07-07T07:51:15.040Z,"18km S of Trona, CA",earthquake,0.24,0.48,0.218,22,reviewed,ci,ci
2019-07-06T05:51:49.670Z,35.9121667,-117.712,2.1,3.39,ml,33,42,0.06142,0.2,ci,ci38458567,2019-07-09T15:02:19.043Z,"18km E of Little Lake, CA",earthquake,0.18,0.31,0.203,27,reviewed,ci,ci
2019-07-06T05:47:08.050Z,35.8716667,-117.6501667,14.35,2.68,ml,16,83,0.1125,0.32,ci,ci38458551,2019-07-06T19:56:02.610Z,"24km ESE of Little Lake, CA",earthquake,0.7,1.52,0.183,25,automatic,ci,ci
2019-07-06T05:46:06.870Z,35.706665,-117.5501633,1.62,3.1,ml,27,108,0.1397,0.14,ci,ci38458543,2019-07-07T01:00:35.304Z,"15km NE of Ridgecrest, CA",earthquake,0.28,0.47,0.167,26,reviewed,ci,ci
2019-07-06T05:45:26.270Z,35.9278336,-117.7030029,2.14,3.02,ml,29,60,0.09552,0.11,ci,ci38458535,2019-07-07T01:00:46.468Z,"18km E of Little Lake, CA",earthquake,0.22,0.38,0.116,5,reviewed,ci,ci
2019-07-06T05:44:08.910Z,35.921833,-117.7145004,2.42,3.38,ml,28,42,0.08814,0.22,ci,ci38458527,2019-07-07T07:13:46.040Z,"17km E of Little Lake, CA",earthquake,0.3,0.69,0.199,25,reviewed,ci,ci
2019-07-06T05:43:50.060Z,35.8683333,-117.713,5.08,2.97,ml,13,163,0.07304,0.26,ci,ci38458519,2019-07-07T07:10:41.040Z,"19km ESE of Little Lake, CA",earthquake,0.84,2.59,0.157,9,reviewed,ci,ci
2019-07-06T05:43:23.000Z,35.8675003,-117.7241669,9.66,3.45,ml,19,200,0.06748,0.31,ci,ci38458511,2019-07-06T06:53:01.040Z,"18km ESE of Little Lake, CA",earthquake,1.05,1.09,0.261,17,reviewed,ci,ci
2019-07-06T05:41:32.220Z,35.7804985,-117.5891647,5.15,3.56,mlr,50,61,0.1456,0.28,ci,ci38458503,2019-07-19T12:38:24.646Z,"17km W of Searles Valley, CA",earthquake,0.29,1.66,0.321,18,reviewed,ci,ci
2019-07-06T05:40:08.400Z,35.8863335,-117.6740036,11,3.28,ml,27,62,0.1071,0.26,ci,ci38458495,2019-07-07T07:01:42.040Z,"22km ESE of Little Lake, CA",earthquake,0.39,0.78,0.206,26,reviewed,ci,ci
2019-07-06T05:39:14.390Z,35.7988319,-117.6275024,7.77,3.49,ml,50,52,0.1121,0.23,ci,ci38458487,2019-07-07T06:58:07.040Z,"20km NNE of Ridgecrest, CA",earthquake,0.21,0.93,0.266,18,reviewed,ci,ci
2019-07-06T05:37:30.540Z,35.8776665,-117.7248306,2.95,3.3,ml,42,40,0.07625,0.22,ci,ci38458479,2019-07-07T06:54:41.040Z,"18km ESE of Little Lake, CA",earthquake,0.28,0.58,0.2,22,reviewed,ci,ci
2019-07-06T05:36:46.460Z,35.736,-117.568,2.26,2.8,ml,24,58,0.1548,0.25,ci,ci38458471,2019-07-06T05:49:33.609Z,"15km WSW of Searles Valley, CA",earthquake,0.37,1.84,0.139,26,reviewed,ci,ci
2019-07-06T05:35:05.060Z,35.9156667,-117.733,3.08,2.64,ml,14,76,0.07653,0.17,ci,ci38458455,2019-07-06T05:38:45.491Z,"16km E of Little Lake, CA",earthquake,0.41,1.45,0.159,26,automatic,ci,ci
2019-07-06T05:34:08.200Z,35.6699982,-117.5163345,1.69,3.06,ml,21,62,0.09427,0.15,ci,ci38458447,2019-07-07T06:47:38.040Z,"15km SW of Searles Valley, CA",earthquake,0.31,0.66,0.195,5,reviewed,ci,ci
2019-07-06T05:33:00.080Z,35.841835,-117.6838303,7.09,3.63,mlr,37,61,0.07376,0.21,ci,ci38458439,2019-07-19T12:37:19.489Z,"23km ESE of Little Lake, CA",earthquake,0.28,0.93,0.191,17,automatic,ci,ci
2019-07-06T05:31:56.730Z,35.8486671,-117.6838303,5.47,3.4,ml,32,61,0.07707,0.23,ci,ci38458431,2019-07-07T06:42:22.040Z,"22km ESE of Little Lake, CA",earthquake,0.34,1.04,0.255,20,reviewed,ci,ci
2019-07-06T05:30:40.000Z,35.9115,-117.7036667,6.69,2.92,ml,14,97,0.09997,0.24,ci,ci38458423,2019-07-06T19:52:19.319Z,"18km E of Little Lake, CA",earthquake,0.54,1.86,0.177,26,automatic,ci,ci
2019-07-06T05:29:40.340Z,35.8904991,-117.7296677,2.48,3.04,ml,21,74,0.09251,0.18,ci,ci38458415,2019-07-06T18:32:15.475Z,"17km ESE of Little Lake, CA",earthquake,0.39,0.77,0.236,9,reviewed,ci,ci
2019-07-06T05:28:39.240Z,35.9026667,-117.7276667,5.3,3.55,ml,15,135,0.08668,0.15,ci,ci38458407,2019-07-19T12:19:05.599Z,"17km ESE of Little Lake, CA",earthquake,0.34,1.14,0.206,105,reviewed,ci,ci
2019-07-06T05:26:52.970Z,35.6493333,-117.4578333,2.37,3.74,mlr,10,116,0.0628,0.17,ci,ci38458391,2019-07-07T05:57:01.919Z,"14km SSW of Searles Valley, CA",earthquake,0.33,0.65,0.144,103,reviewed,ci,ci
2019-07-06T05:26:06.060Z,35.9049988,-117.7188339,4.21,3.28,ml,19,69,0.09165,0.1,ci,ci38458383,2019-07-07T06:17:26.040Z,"17km ESE of Little Lake, CA",earthquake,0.29,0.66,0.145,4,reviewed,ci,ci
2019-07-06T05:25:04.860Z,35.8328333,-117.6765,3.67,4.18,mlr,72,23,0.06642,0.13,ci,ci38458375,2019-07-19T02:04:31.285Z,"24km N of Ridgecrest, CA",earthquake,0.1,0.32,0.166,14,reviewed,ci,ci
2019-07-06T05:23:49.880Z,35.890667,-117.7074966,5.77,3.08,ml,24,48,0.09427,0.16,ci,ci38458351,2019-07-07T06:06:30.040Z,"19km ESE of Little Lake, CA",earthquake,0.37,0.92,0.276,28,reviewed,ci,ci
2019-07-06T05:23:49.750Z,35.8935,-117.7013333,6.66,3.08,ml,13,164,0.09924,0.1,ci,ci38458359,2019-07-06T05:59:34.719Z,"19km ESE of Little Lake, CA",earthquake,0.34,0.59,0.15,97,reviewed,ci,ci
2019-07-06T05:23:21.790Z,35.8903333,-117.6633333,1.58,2.84,ml,12,146,0.116,0.26,ci,ci38458343,2019-07-06T05:27:15.921Z,"22km ESE of Little Lake, CA",earthquake,0.87,1.49,0.111,20,automatic,ci,ci
2019-07-06T05:22:29.460Z,35.7084999,-117.3681641,1.31,3.4,ml,37,111,0.1438,0.65,ci,ci38458335,2019-07-07T05:00:58.040Z,"6km S of Trona, CA",earthquake,0.93,1.2,0.313,28,reviewed,ci,ci
2019-07-06T05:21:09.730Z,35.6621667,-117.4253333,3.51,3.3,ml,10,145,0.08126,0.27,ci,ci38458327,2019-07-09T14:56:42.332Z,"12km S of Searles Valley, CA",earthquake,0.74,1.51,0.154,40,reviewed,ci,ci
2019-07-06T05:21:04.130Z,35.719,-117.6786667,3.7,2.9,ml,16,150,0.06423,0.17,ci,ci38458319,2019-07-07T04:59:02.040Z,"11km N of Ridgecrest, CA",earthquake,0.52,1.04,0.216,12,automatic,ci,ci
2019-07-06T05:20:43.770Z,35.8516667,-117.6358333,7.48,2.7,ml,18,78,0.1133,0.28,ci,ci38458311,2019-07-06T22:56:32.361Z,"23km WNW of Searles Valley, CA",earthquake,0.58,2.35,0.155,25,automatic,ci,ci
2019-07-06T05:19:37.500Z,35.7039986,-117.5561676,7.16,3.04,ml,30,59,0.14,0.24,ci,ci38458303,2019-07-07T01:01:47.977Z,"14km NE of Ridgecrest, CA",earthquake,0.33,1.42,0.168,23,reviewed,ci,ci
2019-07-06T05:15:37.350Z,35.9166679,-117.7553329,9.06,3.52,ml,35,68,0.06023,0.25,ci,ci38458295,2019-07-07T05:16:34.884Z,"14km E of Little Lake, CA",earthquake,0.39,0.65,0.164,19,reviewed,ci,ci
2019-07-06T05:14:57.090Z,35.7456665,-117.5664978,8,3.37,ml,23,100,0.1589,0.19,ci,ci38458287,2019-07-06T19:54:00.887Z,"15km W of Searles Valley, CA",earthquake,0.4,1.28,0.257,22,reviewed,ci,ci
2019-07-06T05:14:21.290Z,35.8661667,-117.6678333,0.13,2.95,ml,13,140,0.09758,0.22,ci,ci38458271,2019-07-07T01:18:21.784Z,"23km ESE of Little Lake, CA",earthquake,0.58,31.61,0.081,10,reviewed,ci,ci
2019-07-06T05:13:15.040Z,35.8728333,-117.6608353,3.35,3.96,mlr,51,41,0.1061,0.26,ci,ci38458263,2019-07-19T12:38:14.315Z,"23km ESE of Little Lake, CA",earthquake,0.22,1,0.208,16,reviewed,ci,ci
2019-07-06T05:12:55.340Z,35.907,-117.7095,8.99,2.65,ml,11,163,0.108,0.23,ci,ci38458255,2019-07-06T05:16:39.126Z,"18km E of Little Lake, CA",earthquake,0.92,1.61,0.092,17,automatic,ci,ci
2019-07-06T05:12:12.340Z,35.8846664,-117.7371674,1.54,2.99,ml,28,74,0.07921,0.39,ci,ci38458247,2019-07-07T01:18:36.599Z,"16km ESE of Little Lake, CA",earthquake,0.4,0.74,0.204,23,reviewed,ci,ci
2019-07-06T05:11:33.230Z,35.8838333,-117.7321667,5.63,2.62,ml,14,124,0.07968,0.22,ci,ci38458239,2019-07-07T01:18:49.188Z,"17km ESE of Little Lake, CA",earthquake,0.66,1.52,0.142,27,reviewed,ci,ci
2019-07-06T05:10:36.660Z,35.8006667,-117.566,3.04,3.36,ml,10,158,0.2298,0.16,ci,ci38458231,2019-07-06T22:58:02.603Z,"15km WNW of Searles Valley, CA",earthquake,0.67,1.86,0.283,11,reviewed,ci,ci
2019-07-06T05:09:31.850Z,35.7501678,-117.5780029,2.28,3.55,mlr,35,44,0.1518,0.24,ci,ci38458223,2019-07-10T23:24:11.343Z,"16km W of Searles Valley, CA",earthquake,0.29,0.96,0.268,29,reviewed,ci,ci
2019-07-06T05:08:11.300Z,35.715168,-117.5666656,6.62,3.65,mlr,60,44,0.1514,0.21,ci,ci38458215,2019-07-19T02:28:42.554Z,"14km NE of Ridgecrest, CA",earthquake,0.18,0.78,0.166,17,reviewed,ci,ci
2019-07-06T05:06:56.210Z,35.916832,-117.7531662,3.08,3.24,ml,21,130,0.06163,0.2,ci,ci38458207,2019-07-06T11:15:43.040Z,"14km E of Little Lake, CA",earthquake,0.47,1.09,0.236,21,reviewed,ci,ci
2019-07-06T05:06:53.470Z,35.7671667,-117.7311667,0.93,2.7,ml,14,96,0.0763,0.31,ci,ci38458199,2019-07-06T19:51:54.683Z,"15km NNE of Inyokern, CA",earthquake,0.92,1.45,0.152,2,automatic,ci,ci
2019-07-06T05:06:09.170Z,35.8985,-117.6438333,7.45,2.88,ml,18,141,0.1331,0.29,ci,ci38458191,2019-07-06T05:09:56.896Z,"24km E of Little Lake, CA",earthquake,0.62,2.9,0.151,20,automatic,ci,ci
2019-07-06T05:04:54.010Z,35.8806667,-117.7161667,2.9,3.07,ml,12,74,0.08212,0.08,ci,ci38458183,2019-07-06T10:47:12.040Z,"18km ESE of Little Lake, CA",earthquake,0.26,0.84,0.137,7,reviewed,ci,ci
2019-07-06T05:04:19.750Z,35.8768349,-117.6906662,6.83,3.6,mlr,37,62,0.126,0.2,ci,ci38458175,2019-07-10T23:24:44.274Z,"21km ESE of Little Lake, CA",earthquake,0.28,1.04,0.309,19,reviewed,ci,ci
2019-07-06T05:03:36.770Z,35.8875,-117.697,4.11,3.51,ml,13,47,0.07117,0.13,ci,ci38458167,2019-07-07T06:34:57.965Z,"20km ESE of Little Lake, CA",earthquake,0.22,0.5,0.128,175,reviewed,ci,ci
2019-07-06T05:00:29.060Z,35.8821678,-117.7050018,2.44,3.38,ml,25,55,0.1134,0.19,ci,ci38458159,2019-07-06T19:34:50.210Z,"19km ESE of Little Lake, CA",earthquake,0.26,1.14,0.329,14,reviewed,ci,ci
2019-07-06T04:58:36.780Z,35.6990013,-117.5739975,2.06,3.88,mlr,44,58,0.1438,0.26,ci,ci38458143,2019-07-07T05:04:34.480Z,"13km NE of Ridgecrest, CA",earthquake,0.24,0.52,0.263,17,reviewed,ci,ci
2019-07-06T04:58:12.070Z,35.6300011,-117.4318314,3.07,3.49,ml,47,29,0.04996,0.13,ci,ci38458135,2019-07-11T05:21:53.040Z,"16km S of Searles Valley, CA",earthquake,0.17,0.31,0.231,21,reviewed,ci,ci
2019-07-06T04:57:23.590Z,35.7763333,-117.593,9.4,3.14,ml,14,78,0.1531,0.25,ci,ci38458127,2019-07-07T01:19:10.865Z,"17km W of Searles Valley, CA",earthquake,0.51,2.13,0.226,26,reviewed,ci,ci
2019-07-06T04:56:02.360Z,35.871666,-117.6653366,4.25,3.06,ml,28,76,0.146,0.19,ci,ci38458119,2019-07-11T05:11:20.040Z,"23km ESE of Little Lake, CA",earthquake,0.3,0.9,0.235,5,reviewed,ci,ci
2019-07-06T04:55:47.020Z,35.8773333,-117.7045,10.99,3.04,ml,21,52,0.08436,0.18,ci,ci38458111,2019-07-11T05:03:01.040Z,"19km ESE of Little Lake, CA",earthquake,0.29,0.58,0.06,11,reviewed,ci,ci
2019-07-06T04:55:21.970Z,35.7099991,-117.5506668,2.61,3.17,ml,31,58,0.1427,0.18,ci,ci38458103,2019-07-11T04:48:44.040Z,"15km WSW of Searles Valley, CA",earthquake,0.29,1.05,0.283,15,reviewed,ci,ci
2019-07-06T04:54:35.210Z,35.9251667,-117.7286667,-0.28,3.02,ml,10,126,0.07618,0.25,ci,ci38458095,2019-07-07T01:19:52.918Z,"16km E of Little Lake, CA",earthquake,0.84,31.61,0.047,6,reviewed,ci,ci
2019-07-06T04:53:42.020Z,35.8673325,-117.6634979,3.91,3.76,mlr,44,43,0.1496,0.22,ci,ci38458087,2019-07-11T04:43:48.040Z,"23km ESE of Little Lake, CA",earthquake,0.28,0.99,0.124,4,reviewed,ci,ci
2019-07-06T04:52:17.730Z,35.8746681,-117.6988297,1.95,4.36,mlr,42,53,0.1219,0.18,ci,ci38458079,2019-07-08T05:05:41.432Z,"20km ESE of Little Lake, CA",earthquake,0.19,0.53,0.243,15,reviewed,ci,ci
2019-07-06T04:52:04.170Z,35.8908348,-117.7440033,4.48,3.5,mlr,45,47,0.08362,0.21,ci,ci38458071,2019-07-11T05:22:28.942Z,"16km ESE of Little Lake, CA",earthquake,0.22,0.64,0.243,19,reviewed,ci,ci
2019-07-06T04:50:15.535Z,35.8318,-117.7852,1.98,3.8,ml,,180,0.361,0.14,us,us70004bsh,2019-07-12T00:37:16.606Z,"20km N of Inyokern, California",earthquake,2.6,4.7,0.085,18,reviewed,us,us
2019-07-06T04:49:42.660Z,35.8763351,-117.7343369,4.77,3.59,mlr,49,44,0.09946,0.24,ci,ci38458063,2019-07-19T12:39:02.489Z,"17km ESE of Little Lake, CA",earthquake,0.23,0.8,0.275,17,reviewed,ci,ci
2019-07-06T04:47:31.220Z,35.7496681,-117.5573349,4.66,3.32,ml,37,57,0.2738,0.36,ci,ci38458047,2019-07-11T04:28:40.040Z,"14km W of Searles Valley, CA",earthquake,0.38,2.87,0.221,23,reviewed,ci,ci
2019-07-06T04:45:36.510Z,35.9034996,-117.7268295,3.64,3.55,ml,31,77,0.08681,0.14,ci,ci38458031,2019-07-11T04:24:50.040Z,"17km ESE of Little Lake, CA",earthquake,0.28,0.62,0.154,20,reviewed,ci,ci
2019-07-06T04:44:32.370Z,35.6259995,-117.5758362,5.05,3.33,ml,28,90,0.1006,0.17,ci,ci38458023,2019-07-11T04:15:36.040Z,"9km E of Ridgecrest, CA",earthquake,0.32,1.24,0.217,22,reviewed,ci,ci
2019-07-06T04:44:09.300Z,35.8883324,-117.7268295,5.01,3.08,ml,26,52,0.09566,0.16,ci,ci38458015,2019-07-11T04:06:47.040Z,"17km ESE of Little Lake, CA",earthquake,0.3,1.34,0.235,9,reviewed,ci,ci
2019-07-06T04:42:54.680Z,35.7154999,-117.6273346,5.42,3.37,ml,48,51,0.1029,0.38,ci,ci38458007,2019-07-11T04:04:08.040Z,"11km NNE of Ridgecrest, CA",earthquake,0.39,1.43,0.227,23,reviewed,ci,ci
2019-07-06T04:41:49.130Z,35.8791656,-117.6894989,1.47,3.45,mlr,37,40,0.1255,0.24,ci,ci38457999,2019-07-11T04:01:36.040Z,"21km ESE of Little Lake, CA",earthquake,0.25,0.71,0.266,15,reviewed,ci,ci
2019-07-06T04:41:03.100Z,35.8996658,-117.7268295,4.5,3.66,mlr,21,159,0.08889,0.13,ci,ci38457991,2019-07-11T03:56:04.040Z,"17km ESE of Little Lake, CA",earthquake,0.45,0.75,0.188,9,reviewed,ci,ci
2019-07-06T04:40:16.040Z,35.6401672,-117.4468307,2.31,4.16,mlr,55,39,0.055,0.21,ci,ci38457983,2019-07-11T03:51:58.040Z,"15km SSW of Searles Valley, CA",earthquake,0.16,0.32,0.281,15,reviewed,ci,ci
2019-07-06T04:39:10.060Z,35.8891678,-117.7418365,6.92,3.13,ml,16,103,0.08604,0.1,ci,ci38457975,2019-07-11T03:50:15.040Z,"16km ESE of Little Lake, CA",earthquake,0.36,1.16,0.272,10,reviewed,ci,ci
2019-07-06T04:36:55.310Z,35.9,-117.7376667,1.9,4.89,mw,62,35,0.08153,0.17,ci,ci38457967,2019-07-08T02:11:40.886Z,"16km ESE of Little Lake, CA",earthquake,0.13,0.21,,4,reviewed,ci,ci
2019-07-06T04:36:30.480Z,35.7075,-117.5111667,2.25,3.25,ml,16,79,0.1272,0.14,ci,ci38457951,2019-07-11T03:46:56.040Z,"12km SW of Searles Valley, CA",earthquake,0.22,0.41,0.167,9,reviewed,ci,ci
2019-07-06T04:33:24.450Z,35.9231682,-117.7166672,1.9,3.45,ml,21,81,0.08606,0.16,ci,ci38457935,2019-07-11T03:41:04.040Z,"17km E of Little Lake, CA",earthquake,0.3,0.59,0.225,26,reviewed,ci,ci
2019-07-06T04:31:05.190Z,35.8328323,-117.6681671,1.54,3.48,ml,35,94,0.1554,0.25,ci,ci38457927,2019-07-12T00:22:18.040Z,"24km N of Ridgecrest, CA",earthquake,0.34,0.85,0.244,18,reviewed,ci,ci
2019-07-06T04:30:44.030Z,35.8726667,-117.6746667,8.67,3.26,ml,9,89,0.0846,0.15,ci,ci38457919,2019-07-11T02:19:58.040Z,"22km ESE of Little Lake, CA",earthquake,0.45,0.99,0.161,13,reviewed,ci,ci
2019-07-06T04:29:02.060Z,35.8019981,-117.6316681,1.43,3.54,mlr,23,90,0.146,0.21,ci,ci38457911,2019-07-11T02:15:32.040Z,"20km N of Ridgecrest, CA",earthquake,0.33,0.53,0.187,23,reviewed,ci,ci
2019-07-06T04:27:10.430Z,35.8873329,-117.7128296,3.9,3.58,mlr,28,41,0.1053,0.18,ci,ci38457903,2019-07-19T12:37:04.421Z,"18km ESE of Little Lake, CA",earthquake,0.24,0.74,0.21,20,reviewed,ci,ci
2019-07-06T04:24:40.610Z,35.8914986,-117.6880035,4.64,3.74,mlr,39,40,0.1201,0.25,ci,ci38457895,2019-07-19T12:38:03.350Z,"20km ESE of Little Lake, CA",earthquake,0.31,1.62,0.195,20,reviewed,ci,ci
2019-07-06T04:24:17.410Z,35.5786667,-117.5808334,-0.9,3.36,ml,18,131,0.1289,0.43,ci,ci38457879,2019-07-11T01:59:50.040Z,"10km ESE of Ridgecrest, CA",earthquake,0.83,2.01,0.391,7,reviewed,ci,ci
2019-07-06T04:19:54.920Z,35.8893333,-117.712,3.86,4.22,ml,7,176,0.1046,0.08,ci,ci38457855,2019-07-07T04:47:51.740Z,"18km ESE of Little Lake, CA",earthquake,0.39,31.61,0.172,4,reviewed,ci,ci
2019-07-06T04:18:55.790Z,35.9101667,-117.6848333,7.41,5.44,mw,66,37,0.07213,0.17,ci,ci38457847,2019-07-19T12:40:48.508Z,"20km E of Little Lake, CA",earthquake,0.12,0.36,,6,reviewed,ci,ci
2019-07-06T04:18:08.030Z,35.661335,-117.4836655,4.17,3.48,mlr,38,46,0.07669,0.16,ci,ci38457839,2019-07-11T01:27:33.040Z,"14km SSW of Searles Valley, CA",earthquake,0.19,0.67,0.217,25,reviewed,ci,ci
2019-07-06T04:16:17.340Z,35.8255005,-117.6715012,6.42,3.54,ml,28,136,0.1714,0.2,ci,ci38457831,2019-07-19T12:38:03.558Z,"23km N of Ridgecrest, CA",earthquake,0.39,1.09,0.2,24,reviewed,ci,ci
2019-07-06T04:16:02.310Z,35.9263344,-117.7256699,8.79,3.39,ml,13,126,0.07814,0.35,ci,ci38457823,2019-07-11T00:59:59.040Z,"16km E of Little Lake, CA",earthquake,0.86,2.21,0.38,10,reviewed,ci,ci
2019-07-06T04:13:07.090Z,35.5871667,-117.6165,7.94,4.8,mlr,71,38,0.12,0.19,ci,ci38457815,2019-07-17T02:26:00.098Z,"6km SE of Ridgecrest, CA",earthquake,0.14,0.49,0.162,229,reviewed,ci,ci
2019-07-06T04:12:14.170Z,35.6808319,-117.4950027,2.42,3.52,mlr,54,53,0.09785,0.44,ci,ci38457807,2019-07-19T12:37:27.710Z,"13km SW of Searles Valley, CA",earthquake,0.39,0.78,0.38,3,reviewed,ci,ci
2019-07-06T04:11:17.610Z,37.1295,-118.646,-0.42,2.97,md,13,343,0.4823,0.09,nc,nc73208801,2019-07-10T17:05:05.945Z,"28km SW of Wilkerson, CA",earthquake,11.02,31.61,0.334,8,reviewed,nc,nc
2019-07-06T04:10:37.510Z,35.8283348,-117.67733,1.54,3.45,mlr,32,42,0.1661,0.27,ci,ci38457799,2019-07-10T04:52:03.040Z,"23km N of Ridgecrest, CA",earthquake,0.29,0.8,0.207,20,reviewed,ci,ci
2019-07-06T04:08:35.890Z,35.8691667,-117.661,5.48,3.57,ml,22,50,0.07418,0.24,ci,ci38457791,2019-07-10T04:45:29.040Z,"23km ESE of Little Lake, CA",earthquake,0.3,0.94,0.16,20,reviewed,ci,ci
2019-07-06T04:07:04.550Z,35.5553333,-117.5236667,5.58,5.01,ml,89,24,0.05898,0.23,ci,ci38457775,2019-07-17T02:26:14.729Z,"16km ESE of Ridgecrest, CA",earthquake,0.16,0.6,0.216,252,reviewed,ci,ci
2019-07-06T04:06:14.590Z,35.5783333,-117.3741667,6.35,3.79,mlr,18,73,0.05384,0.2,ci,ci38457887,2019-07-19T02:19:20.872Z,"21km S of Trona, CA",earthquake,0.29,0.58,0.117,45,reviewed,ci,ci
2019-07-06T03:59:48.810Z,35.876667,-117.7200012,3.11,3.64,mlr,27,92,0.1075,0.26,ci,ci38457759,2019-07-17T00:57:05.616Z,"18km ESE of Little Lake, CA",earthquake,0.5,1.45,0.196,16,reviewed,ci,ci
2019-07-06T03:57:51.660Z,35.9085,-117.6755,2.34,4.32,mlr,27,52,0.04429,0.24,ci,ci37421229,2019-07-17T00:02:58.378Z,"21km E of Little Lake, CA",earthquake,0.27,0.42,0.131,90,reviewed,ci,ci
2019-07-06T03:55:20.060Z,35.9025002,-117.6855011,3.04,4.07,mlr,46,38,0.117,0.25,ci,ci38457735,2019-07-17T01:28:25.368Z,"20km E of Little Lake, CA",earthquake,0.23,1.11,0.199,15,reviewed,ci,ci
2019-07-06T03:54:46.680Z,35.7818336,-117.5895004,1.58,3.54,mlr,35,54,0.2207,0.28,ci,ci38457727,2019-07-19T12:38:55.674Z,"17km W of Searles Valley, CA",earthquake,0.32,1.17,0.3,23,reviewed,ci,ci
2019-07-06T03:53:39.630Z,35.8419991,-117.6604996,3.61,3.46,ml,26,62,0.1667,0.51,ci,ci38457719,2019-07-10T04:17:46.040Z,"24km ESE of Little Lake, CA",earthquake,0.59,2.26,0.38,4,reviewed,ci,ci
2019-07-06T03:50:59.850Z,35.9001656,-117.7056656,6.64,4.86,mlr,52,37,0.1033,0.24,ci,ci38457703,2019-07-19T02:19:39.840Z,"19km ESE of Little Lake, CA",earthquake,0.23,1.06,0.38,15,reviewed,ci,ci
2019-07-06T03:49:52.210Z,35.8308334,-117.6776657,3.47,3.82,mlr,21,61,0.1641,0.18,ci,ci38457695,2019-07-16T20:59:21.390Z,"23km N of Ridgecrest, CA",earthquake,0.32,1.87,0.194,18,reviewed,ci,ci
2019-07-06T03:47:53.400Z,35.903,-117.7458333,3.37,5.5,mw,62,34,0.07446,0.26,ci,ci38457687,2019-07-17T02:58:20.040Z,"15km ESE of Little Lake, CA",earthquake,0.17,0.71,,4,reviewed,ci,ci
2019-07-06T03:46:26.900Z,35.6783333,-117.4748306,2.81,4.17,mlr,59,39,0.09221,0.23,ci,ci38457679,2019-07-19T12:40:43.521Z,"12km SSW of Searles Valley, CA",earthquake,0.17,0.5,0.2,15,reviewed,ci,ci
2019-07-06T03:45:09.240Z,35.9216652,-117.7320023,2.63,3.48,mlr,17,125,0.07484,0.13,ci,ci38457671,2019-07-10T03:56:26.040Z,"16km E of Little Lake, CA",earthquake,0.34,1.43,0.284,8,reviewed,ci,ci
2019-07-06T03:44:01.620Z,35.923,-117.733,7.39,3.99,mlr,10,158,0.07151,0.07,ci,ci38457663,2019-07-10T03:50:47.040Z,"16km E of Little Lake, CA",earthquake,0.26,0.43,0.197,133,reviewed,ci,ci
